"entrez","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"3491",883.2617467430505,-7.890499055699964,0.40367700148818964,-19.546565760771525,4.4124275401764316e-85,1.6348557109323468e-82,"CCN1"
"3611",1328.965568085829,-3.4675650689421382,0.17824244422154628,-19.454205108588678,2.684836932693546e-84,9.721550457198539e-82,"ILK"
"85012",247.78699641925,-8.528743365506758,0.44014347070322046,-19.37718933301526,1.2023714195669429e-83,4.256929212564563e-81,"TCEAL3"
"4257",1249.352191124024,-11.418256110897072,0.5927256233850462,-19.263982626038,1.0776244444303264e-82,3.732328836666078e-80,"MGST1"
"84152",345.3618882311029,7.761175959419114,0.4058038139520865,19.125438678936323,1.5506343482761012e-81,5.2563205184542225e-79,"PPP1R1B"
"27345",150.77395858568372,-7.102117574939857,0.37184552388612796,-19.099645198673343,2.5420868688357683e-81,8.437609998810721e-79,"KCNMB4"
"11098",5133.073327325147,-9.069955645949012,0.475073531007873,-19.091688031339096,2.9604675311885203e-81,9.625748715692961e-79,"PRSS23"
"2645",484.5683896096749,6.674209376721042,0.349671278735858,19.087096317575302,3.232447096556885e-81,1.0299869428468859e-78,"GCK"
"10769",662.7438763277192,-9.98469803066171,0.5248141237851082,-19.02520831308662,1.0546739164070923e-80,3.2947185953329006e-78,"PLK2"
"11143",1569.2223845467363,3.0132440527229267,0.15865963746672002,18.991875317722037,1.9909009538258004e-80,6.099814230067817e-78,"KAT7"
"80321",288.4321999044904,-7.820440796387381,0.4150868937226023,-18.840490785559926,3.51689514453875e-79,1.0571919517507804e-76,"CEP70"
"493869",1621.0481360538167,-11.958249678985062,0.6405891923700229,-18.667579505583713,9.087919309516744e-78,2.681272785911495e-75,"GPX8"
"5819",418.3011528646527,-3.6033794011585973,0.19312784813032136,-18.658000055626683,1.087248873475898e-77,3.1494634640396377e-75,"NECTIN2"
"51421",248.6872353529817,-3.6082911476289428,0.194245475203452,-18.57593410528421,5.032176972904922e-77,1.4316543487914503e-74,"AMOTL2"
"6347",480.6252390164855,-10.43585618279443,0.5622278550141289,-18.56161356952365,6.570134369013196e-77,1.836410188896811e-74,"CCL2"
"2887",277.25649756594214,-8.114244920827126,0.43737213230227806,-18.552267786506302,7.818276776249915e-77,2.14759975171058e-74,"GRB10"
"51726",563.9278488794783,-2.3550535855976245,0.12715981014375868,-18.52042388971132,1.413199976519501e-76,3.816118987442151e-74,"DNAJB11"
"1488",1700.7301629674353,1.4522877820977833,0.07885960632567926,18.416117576088773,9.755479202746306e-76,2.590404910969236e-73,"CTBP2"
"2281",171.66116892951686,-6.668518653032161,0.36315455705201666,-18.36275636237436,2.6101599439441883e-75,6.817224299494888e-73,"FKBP1B"
"4237",955.2990837416485,-10.856130298658398,0.592213135608855,-18.33145812866376,4.642901332811091e-75,1.1930758715217145e-72,"MFAP2"
"65062",706.0526430787354,-2.1975085180688687,0.12012439127094898,-18.293607941056987,9.304768618282467e-75,2.353072597245655e-72,"TMEM237"
"5634",1319.1884192668551,2.2967921560663727,0.12598509078055475,18.230666357712167,2.9470832646338044e-74,7.336395401897777e-72,"PRPS2"
"976",216.4182020801971,4.189033881808531,0.22982304275277401,18.22721443260488,3.1390780324074165e-74,7.694121724971532e-72,"ADGRE5"
"2318",105.3355516983334,-6.291561384371144,0.3466719439016143,-18.148458492380026,1.320550323994171e-73,3.1877284487689597e-71,"FLNC"
"64849",195.22395856391603,3.973040432889133,0.219204746564138,18.124791981758687,2.031097487699387e-73,4.829767936421886e-71,"SLC13A3"
"7108",327.73786775585626,-3.1915579153103346,0.176167157000725,-18.116645404552905,2.3552455514915567e-73,5.518201783288747e-71,"TM7SF2"
"2335",7505.23711177679,-11.108106107453583,0.6156674082676373,-18.042381256967186,9.05563780480569e-73,2.0909336450168733e-70,"FN1"
"55711",199.24848676767397,-5.734309730075264,0.32057343576343655,-17.887663450401522,1.471505244794916e-71,3.3491459371532287e-69,"FAR2"
"84617",1697.009792668553,-2.08347126561378,0.11660006783344529,-17.868525330447213,2.0740492395789497e-71,4.65404964577068e-69,"TUBB6"
"10486",330.8187006747752,-4.2573221183858,0.23974092487325693,-17.758011572853093,1.4943547687886177e-70,3.3066750244917023e-68,"CAP2"
"1281",1448.1703675041922,-11.336949649008448,0.6392191425335081,-17.735622878994366,2.2261558259106208e-70,4.858508851836714e-68,"COL3A1"
"199777",130.1653061118974,-7.738740136232798,0.4412315058561989,-17.538956383488443,7.224191001221071e-69,1.5553487977223526e-66,"ZNF626"
"1277",2146.734786226725,-10.198674632243499,0.5831159839684602,-17.489958966371137,1.7088026911611686e-68,3.629952596743965e-66,"COL1A1"
"1290",382.6424994929057,-8.035028591793813,0.46135946223803487,-17.415983087929387,6.2407665148191856e-68,1.3082617383434112e-65,"COL5A2"
"254528",437.2414498206723,8.476509705105165,0.4868643591558762,17.410413281846527,6.87855730766264e-68,1.4232360392945607e-65,"MEIOB"
"4692",307.8120466860883,-8.873555235727721,0.5100832506165239,-17.396288203940227,8.802528221457394e-68,1.7979728156956306e-65,"NDN"
"85460",201.89519226035503,-7.49019179562004,0.4318641814388023,-17.343859753929245,2.1949045915236674e-67,4.426483538247477e-65,"ZNF518B"
"10477",1699.629565082308,-2.7035035995982852,0.15651143022631275,-17.273521784888597,7.445678452564213e-67,1.4828068638281631e-64,"UBE2E3"
"4292",195.00105798946362,-7.287665401581705,0.42228479868269003,-17.25770244232198,9.793066261280384e-67,1.9262115021570258e-64,"MLH1"
"131870",133.88887462607968,-7.721959854392261,0.4487041929961736,-17.209466670747407,2.2549891676320343e-66,4.3812789535016546e-64,"NUDT16"
"7570",334.4304845715199,-6.941519443156466,0.403601990748456,-17.19892270670873,2.7051419236637717e-66,5.1925688105796644e-64,"ZNF22"
"87",1598.4255280252353,-3.0592737192302857,0.17813865880732307,-17.173553117065023,4.1896973868065676e-66,7.946459376976457e-64,"ACTN1"
"710",216.8468345952512,-7.794977582259567,0.4550242076166085,-17.130907436967423,8.72826594588953e-66,1.635985094704847e-63,"SERPING1"
"2674",139.4038641939538,-7.387387441912665,0.4312877537758679,-17.128674248774868,9.069800424851989e-66,1.68023326010165e-63,"GFRA1"
"81606",120.38806763951544,-5.422371002739919,0.31659947519744874,-17.12691090014673,9.348863562652465e-66,1.7120240721859663e-63,"LBH"
"2274",471.81244284564684,-2.8338749144065676,0.16552290565173486,-17.12074170791277,1.0394250545854863e-65,1.8818318147336326e-63,"FHL2"
"2260",463.069933826882,-2.5022013985278297,0.14626377519506706,-17.107458050981716,1.305748617900249e-65,2.3374367393692994e-63,"FGFR1"
"7070",537.1135726467826,-11.027240078034541,0.6447170163988697,-17.104000356045006,1.3855867569842192e-65,2.4527964680302867e-63,"THY1"
"9830",206.96459798439778,5.778435597285736,0.3384993376234822,17.070744178865056,2.4505623176133385e-65,4.290369103759968e-63,"TRIM14"
"27063",816.1037273967181,-12.426806914053973,0.7282537048070081,-17.06384304264838,2.757991927751349e-65,4.7761225427102706e-63,"ANKRD1"
"25996",1166.7227333284072,-1.9197025042323097,0.11289852760753417,-17.0037868953058,7.698226402858235e-65,1.3187972371004023e-62,"REXO2"
"100505806",215.8134844196689,-9.07677375021198,0.535007703905913,-16.965687940464182,1.4736369446844953e-64,2.4976578513524874e-62,"SNHG18"
"51091",369.8308486106088,2.2898910813593276,0.13543020043675982,16.90827506696787,3.909856992558169e-64,6.557035958467026e-62,"SEPSECS"
"64283",93.99287498238118,-5.875634336269596,0.3475984460808499,-16.90351151599495,4.23893777690205e-64,7.034870485583694e-62,"ARHGEF28"
"253827",234.02442877682103,-8.445849955172333,0.4998409239641695,-16.89707574999954,4.72778703407261e-64,7.765268353282971e-62,"MSRB3"
"79630",403.88721617542393,-6.396487214206988,0.3792529879998013,-16.866016660652754,8.001346356094998e-64,1.3007903076051582e-61,"C1orf54"
"10622",682.515365157543,4.430640993970491,0.2638230029194333,16.793990459291102,2.7006051923358444e-63,4.346064840837846e-61,"POLR3G"
"6875",393.7444345706391,4.978250087657758,0.2973164955427516,16.74394176673567,6.269549280994102e-63,9.988645914479803e-61,"TAF4B"
"10234",288.6623015992578,-6.781919756167559,0.4061660285542415,-16.6974076593948,1.3688411611762993e-62,2.1592452851347325e-60,"LRRC17"
"8361",921.3541134565171,-11.332344816290805,0.6806391752126368,-16.649562982839615,3.0482000017830274e-62,4.761168865530117e-60,"H4C6"
"54981",68.58933942460304,-4.741787749836715,0.2848557817627563,-16.646275250210437,3.220321650363777e-62,4.981181022679194e-60,"NMRK1"
"207107",564.744797326813,-10.299348786170192,0.6203740499753787,-16.601836886276836,6.759042464554204e-62,1.0354333129353612e-59,"SFTA1P"
"100506548",731.8238411326126,2.3075932025980284,0.1392116033617834,16.576155628357,1.0365101752136712e-61,1.572731439190877e-59,NA
"10653",111.79659846142309,-5.518014706579618,0.3332310259695706,-16.55912648146845,1.3757688828812625e-61,2.0678065888739878e-59,"SPINT2"
"29780",834.153503473691,3.7950408126077186,0.2302172106805512,16.48460947549967,4.733432627662536e-61,7.04794846952519e-59,"PARVB"
